# MvsR for tab1d_cold /home/gieg/projects/eos/RMF3/RMF3_TOV.d
# p_c, R_iso, M, Mb, R, Lambda, e_c, R_inv
 3.044139e-03 4.506125e+00 2.114757e+00 2.497767e+00 6.869000e+00 3.590091e+00 5.535676e-03 8.940014e+00
 3.045473e-03 4.506191e+00 2.114707e+00 2.497682e+00 6.869000e+00 3.569733e+00 5.537380e-03 8.940337e+00
 3.046807e-03 4.506257e+00 2.114656e+00 2.497600e+00 6.869000e+00 3.623637e+00 5.539085e-03 8.940661e+00
 3.048142e-03 4.505265e+00 2.114606e+00 2.497523e+00 6.868000e+00 3.585513e+00 5.540791e-03 8.939371e+00
 3.049478e-03 4.505330e+00 2.114555e+00 2.497439e+00 6.868000e+00 3.575869e+00 5.542498e-03 8.939694e+00
 3.050814e-03 4.505396e+00 2.114505e+00 2.497355e+00 6.868000e+00 3.597067e+00 5.544205e-03 8.940018e+00
 3.052151e-03 4.504404e+00 2.114454e+00 2.497278e+00 6.867000e+00 3.584103e+00 5.545914e-03 8.938728e+00
 3.053489e-03 4.504470e+00 2.114404e+00 2.497196e+00 6.867000e+00 3.584182e+00 5.547623e-03 8.939051e+00
 3.054827e-03 4.504536e+00 2.114353e+00 2.497110e+00 6.867000e+00 3.569440e+00 5.549333e-03 8.939374e+00
 3.056165e-03 4.503544e+00 2.114303e+00 2.497032e+00 6.866000e+00 3.593703e+00 5.551043e-03 8.938084e+00
 3.057504e-03 4.503610e+00 2.114252e+00 2.496952e+00 6.866000e+00 3.586999e+00 5.552755e-03 8.938408e+00
 3.058844e-03 4.503677e+00 2.114201e+00 2.496865e+00 6.866000e+00 3.553064e+00 5.554467e-03 8.938731e+00
 3.060185e-03 4.502685e+00 2.114151e+00 2.496785e+00 6.865000e+00 3.603928e+00 5.556180e-03 8.937441e+00
 3.061526e-03 4.502751e+00 2.114100e+00 2.496706e+00 6.865000e+00 3.575925e+00 5.557894e-03 8.937764e+00
 3.062867e-03 4.502817e+00 2.114049e+00 2.496620e+00 6.865000e+00 3.551360e+00 5.559609e-03 8.938087e+00
 3.064209e-03 4.501825e+00 2.113998e+00 2.496538e+00 6.864000e+00 3.607827e+00 5.561324e-03 8.936797e+00
 3.065552e-03 4.501892e+00 2.113947e+00 2.496460e+00 6.864000e+00 3.569412e+00 5.563040e-03 8.937120e+00
 3.066895e-03 4.501959e+00 2.113896e+00 2.496375e+00 6.864000e+00 3.559001e+00 5.564758e-03 8.937443e+00
 3.068239e-03 4.500967e+00 2.113845e+00 2.496290e+00 6.863000e+00 3.588246e+00 5.566475e-03 8.936153e+00
 3.069584e-03 4.501033e+00 2.113794e+00 2.496212e+00 6.863000e+00 3.566686e+00 5.568194e-03 8.936476e+00
 3.070929e-03 4.501100e+00 2.113743e+00 2.496129e+00 6.863000e+00 3.564260e+00 5.569914e-03 8.936799e+00
 3.072274e-03 4.500109e+00 2.113692e+00 2.496043e+00 6.862000e+00 3.557480e+00 5.571634e-03 8.935508e+00
 3.073621e-03 4.500175e+00 2.113641e+00 2.495964e+00 6.862000e+00 3.574185e+00 5.573355e-03 8.935831e+00
 3.074968e-03 4.500242e+00 2.113590e+00 2.495883e+00 6.862000e+00 3.570162e+00 5.575077e-03 8.936154e+00
 3.076315e-03 4.499251e+00 2.113539e+00 2.495796e+00 6.861000e+00 3.539454e+00 5.576800e-03 8.934863e+00
 3.077663e-03 4.499318e+00 2.113488e+00 2.495715e+00 6.861000e+00 3.584569e+00 5.578523e-03 8.935187e+00
 3.079012e-03 4.499385e+00 2.113436e+00 2.495635e+00 6.861000e+00 3.559445e+00 5.580248e-03 8.935510e+00
 3.080361e-03 4.498393e+00 2.113385e+00 2.495548e+00 6.860000e+00 3.534577e+00 5.581973e-03 8.934219e+00
 3.081711e-03 4.498460e+00 2.113334e+00 2.495466e+00 6.860000e+00 3.591761e+00 5.583699e-03 8.934542e+00
 3.083061e-03 4.498527e+00 2.113282e+00 2.495387e+00 6.860000e+00 3.552518e+00 5.585426e-03 8.934865e+00
 3.084412e-03 4.497536e+00 2.113231e+00 2.495301e+00 6.859000e+00 3.540948e+00 5.587154e-03 8.933573e+00
 3.085764e-03 4.497603e+00 2.113180e+00 2.495216e+00 6.859000e+00 3.577222e+00 5.588882e-03 8.933896e+00
 3.087116e-03 4.497671e+00 2.113128e+00 2.495137e+00 6.859000e+00 3.550247e+00 5.590611e-03 8.934219e+00
 3.088469e-03 4.496680e+00 2.113077e+00 2.495052e+00 6.858000e+00 3.544815e+00 5.592340e-03 8.932928e+00
 3.089822e-03 4.496747e+00 2.113025e+00 2.494966e+00 6.858000e+00 3.546777e+00 5.594070e-03 8.933251e+00
 3.091176e-03 4.496814e+00 2.112973e+00 2.494886e+00 6.858000e+00 3.556080e+00 5.595800e-03 8.933574e+00
 3.092530e-03 4.495823e+00 2.112922e+00 2.494804e+00 6.857000e+00 3.554076e+00 5.597532e-03 8.932282e+00
 3.093886e-03 4.495891e+00 2.112870e+00 2.494716e+00 6.857000e+00 3.526479e+00 5.599263e-03 8.932605e+00
 3.095241e-03 4.495958e+00 2.112818e+00 2.494635e+00 6.857000e+00 3.565107e+00 5.600996e-03 8.932928e+00
 3.096598e-03 4.494968e+00 2.112767e+00 2.494554e+00 6.856000e+00 3.546462e+00 5.602729e-03 8.931636e+00
 3.097955e-03 4.495035e+00 2.112715e+00 2.494466e+00 6.856000e+00 3.516469e+00 5.604462e-03 8.931959e+00
 3.099312e-03 4.495103e+00 2.112663e+00 2.494383e+00 6.856000e+00 3.573908e+00 5.606196e-03 8.932282e+00
 3.100670e-03 4.495171e+00 2.112611e+00 2.494303e+00 6.856000e+00 3.537210e+00 5.607931e-03 8.932605e+00
 3.102029e-03 4.494180e+00 2.112560e+00 2.494216e+00 6.855000e+00 3.523809e+00 5.609666e-03 8.931313e+00
 3.103388e-03 4.494248e+00 2.112508e+00 2.494131e+00 6.855000e+00 3.567213e+00 5.611402e-03 8.931636e+00
 3.104748e-03 4.494316e+00 2.112456e+00 2.494051e+00 6.855000e+00 3.533659e+00 5.613139e-03 8.931958e+00
 3.106109e-03 4.493325e+00 2.112404e+00 2.493965e+00 6.854000e+00 3.527131e+00 5.614876e-03 8.930666e+00
 3.107470e-03 4.493393e+00 2.112352e+00 2.493878e+00 6.854000e+00 3.537405e+00 5.616613e-03 8.930989e+00
 3.108831e-03 4.493461e+00 2.112300e+00 2.493798e+00 6.854000e+00 3.535742e+00 5.618352e-03 8.931312e+00
 3.110194e-03 4.492471e+00 2.112248e+00 2.493714e+00 6.853000e+00 3.536642e+00 5.620091e-03 8.930020e+00
 3.111557e-03 4.492539e+00 2.112195e+00 2.493626e+00 6.853000e+00 3.514935e+00 5.621830e-03 8.930342e+00
 3.112920e-03 4.492607e+00 2.112143e+00 2.493545e+00 6.853000e+00 3.546071e+00 5.623570e-03 8.930665e+00
 3.114284e-03 4.491617e+00 2.112091e+00 2.493463e+00 6.852000e+00 3.534865e+00 5.625311e-03 8.929373e+00
 3.115649e-03 4.491685e+00 2.112039e+00 2.493374e+00 6.852000e+00 3.501459e+00 5.627052e-03 8.929695e+00
 3.117014e-03 4.491754e+00 2.111987e+00 2.493291e+00 6.852000e+00 3.555918e+00 5.628794e-03 8.930018e+00
 3.118380e-03 4.490763e+00 2.111934e+00 2.493210e+00 6.851000e+00 3.523116e+00 5.630537e-03 8.928725e+00
 3.119746e-03 4.490832e+00 2.111882e+00 2.493121e+00 6.851000e+00 3.504026e+00 5.632280e-03 8.929048e+00
 3.121113e-03 4.490900e+00 2.111830e+00 2.493036e+00 6.851000e+00 3.555666e+00 5.634024e-03 8.929370e+00
 3.122481e-03 4.489910e+00 2.111777e+00 2.492956e+00 6.850000e+00 3.518734e+00 5.635768e-03 8.928078e+00
 3.123849e-03 4.489979e+00 2.111725e+00 2.492868e+00 6.850000e+00 3.509397e+00 5.637513e-03 8.928400e+00
 3.125218e-03 4.490048e+00 2.111672e+00 2.492781e+00 6.850000e+00 3.531027e+00 5.639259e-03 8.928723e+00
 3.126588e-03 4.489058e+00 2.111620e+00 2.492700e+00 6.849000e+00 3.518052e+00 5.641005e-03 8.927430e+00
 3.127958e-03 4.489126e+00 2.111567e+00 2.492615e+00 6.849000e+00 3.517800e+00 5.642752e-03 8.927753e+00
 3.129328e-03 4.489195e+00 2.111515e+00 2.492526e+00 6.849000e+00 3.504010e+00 5.644499e-03 8.928075e+00
 3.130700e-03 4.488205e+00 2.111462e+00 2.492444e+00 6.848000e+00 3.527316e+00 5.646247e-03 8.926782e+00
 3.132071e-03 4.488274e+00 2.111409e+00 2.492361e+00 6.848000e+00 3.520179e+00 5.647996e-03 8.927105e+00
 3.133444e-03 4.488343e+00 2.111357e+00 2.492272e+00 6.848000e+00 3.487891e+00 5.649745e-03 8.927427e+00
 3.134817e-03 4.487354e+00 2.111304e+00 2.492188e+00 6.847000e+00 3.537059e+00 5.651495e-03 8.926134e+00
 3.136191e-03 4.487422e+00 2.111251e+00 2.492106e+00 6.847000e+00 3.509649e+00 5.653245e-03 8.926456e+00
 3.137565e-03 4.487492e+00 2.111198e+00 2.492017e+00 6.847000e+00 3.485541e+00 5.654996e-03 8.926779e+00
 3.138940e-03 4.486502e+00 2.111145e+00 2.491931e+00 6.846000e+00 3.540736e+00 5.656748e-03 8.925485e+00
 3.140315e-03 4.486571e+00 2.111093e+00 2.491850e+00 6.846000e+00 3.502684e+00 5.658500e-03 8.925808e+00
 3.141691e-03 4.486640e+00 2.111040e+00 2.491761e+00 6.846000e+00 3.493040e+00 5.660253e-03 8.926130e+00
 3.143068e-03 4.485651e+00 2.110987e+00 2.491674e+00 6.845000e+00 3.522233e+00 5.662007e-03 8.924837e+00
 3.144445e-03 4.485720e+00 2.110934e+00 2.491592e+00 6.845000e+00 3.500549e+00 5.663761e-03 8.925159e+00
 3.145823e-03 4.485790e+00 2.110881e+00 2.491506e+00 6.845000e+00 3.498412e+00 5.665516e-03 8.925481e+00
 3.147202e-03 4.484800e+00 2.110828e+00 2.491416e+00 6.844000e+00 3.492934e+00 5.667271e-03 8.924188e+00
 3.148581e-03 4.484870e+00 2.110775e+00 2.491334e+00 6.844000e+00 3.508775e+00 5.669027e-03 8.924510e+00
 3.149961e-03 4.484939e+00 2.110722e+00 2.491249e+00 6.844000e+00 3.505274e+00 5.670784e-03 8.924832e+00
 3.151341e-03 4.483950e+00 2.110668e+00 2.491159e+00 6.843000e+00 3.475210e+00 5.672541e-03 8.923538e+00
 3.152722e-03 4.484020e+00 2.110615e+00 2.491075e+00 6.843000e+00 3.517502e+00 5.674299e-03 8.923860e+00
 3.154103e-03 4.484089e+00 2.110562e+00 2.490992e+00 6.843000e+00 3.494283e+00 5.676058e-03 8.924183e+00
 3.155485e-03 4.483100e+00 2.110509e+00 2.490902e+00 6.842000e+00 3.468870e+00 5.677817e-03 8.922889e+00
 3.156868e-03 4.483170e+00 2.110455e+00 2.490816e+00 6.842000e+00 3.524898e+00 5.679577e-03 8.923211e+00
 3.158251e-03 4.483240e+00 2.110402e+00 2.490734e+00 6.842000e+00 3.486634e+00 5.681337e-03 8.923533e+00
 3.159635e-03 4.482251e+00 2.110349e+00 2.490644e+00 6.841000e+00 3.475543e+00 5.683098e-03 8.922239e+00
 3.161020e-03 4.482321e+00 2.110295e+00 2.490556e+00 6.841000e+00 3.513212e+00 5.684860e-03 8.922561e+00
 3.162405e-03 4.482391e+00 2.110242e+00 2.490474e+00 6.841000e+00 3.484463e+00 5.686622e-03 8.922883e+00
 3.163791e-03 4.481402e+00 2.110188e+00 2.490386e+00 6.840000e+00 3.479777e+00 5.688385e-03 8.921589e+00
 3.165177e-03 4.481472e+00 2.110135e+00 2.490296e+00 6.840000e+00 3.483666e+00 5.690149e-03 8.921911e+00
 3.166564e-03 4.481542e+00 2.110081e+00 2.490214e+00 6.840000e+00 3.489143e+00 5.691913e-03 8.922233e+00
 3.167952e-03 4.480553e+00 2.110028e+00 2.490128e+00 6.839000e+00 3.489112e+00 5.693678e-03 8.920939e+00
 3.169340e-03 4.480624e+00 2.109974e+00 2.490037e+00 6.839000e+00 3.463284e+00 5.695444e-03 8.921261e+00
 3.170729e-03 4.480694e+00 2.109920e+00 2.489953e+00 6.839000e+00 3.499121e+00 5.697210e-03 8.921583e+00
 3.172118e-03 4.480764e+00 2.109867e+00 2.489868e+00 6.839000e+00 3.482268e+00 5.698977e-03 8.921904e+00
 3.173508e-03 4.479776e+00 2.109813e+00 2.489777e+00 6.838000e+00 3.452389e+00 5.700744e-03 8.920610e+00
 3.174899e-03 4.479846e+00 2.109759e+00 2.489691e+00 6.838000e+00 3.507240e+00 5.702512e-03 8.920932e+00
 3.176290e-03 4.479916e+00 2.109705e+00 2.489608e+00 6.838000e+00 3.472586e+00 5.704281e-03 8.921254e+00
 3.177682e-03 4.478928e+00 2.109652e+00 2.489517e+00 6.837000e+00 3.458621e+00 5.706050e-03 8.919959e+00
 3.179074e-03 4.478998e+00 2.109598e+00 2.489429e+00 6.837000e+00 3.503755e+00 5.707820e-03 8.920281e+00
 3.180467e-03 4.479069e+00 2.109544e+00 2.489346e+00 6.837000e+00 3.469121e+00 5.709591e-03 8.920603e+00
 3.181861e-03 4.478081e+00 2.109490e+00 2.489257e+00 6.836000e+00 3.462719e+00 5.711362e-03 8.919308e+00
 3.183255e-03 4.478151e+00 2.109436e+00 2.489167e+00 6.836000e+00 3.475216e+00 5.713134e-03 8.919630e+00
 3.184650e-03 4.478222e+00 2.109382e+00 2.489083e+00 6.836000e+00 3.470531e+00 5.714906e-03 8.919951e+00
 3.186046e-03 4.477234e+00 2.109328e+00 2.488996e+00 6.835000e+00 3.471768e+00 5.716679e-03 8.918657e+00
 3.187442e-03 4.477305e+00 2.109274e+00 2.488905e+00 6.835000e+00 3.452653e+00 5.718453e-03 8.918978e+00
 3.188839e-03 4.477375e+00 2.109220e+00 2.488820e+00 6.835000e+00 3.480095e+00 5.720228e-03 8.919300e+00
 3.190236e-03 4.476388e+00 2.109165e+00 2.488735e+00 6.834000e+00 3.470420e+00 5.722003e-03 8.918005e+00
 3.191634e-03 4.476458e+00 2.109111e+00 2.488643e+00 6.834000e+00 3.438013e+00 5.723779e-03 8.918327e+00
 3.193032e-03 4.476529e+00 2.109057e+00 2.488556e+00 6.834000e+00 3.489737e+00 5.725555e-03 8.918648e+00
 3.194432e-03 4.475542e+00 2.109003e+00 2.488472e+00 6.833000e+00 3.459190e+00 5.727332e-03 8.917353e+00
 3.195831e-03 4.475613e+00 2.108949e+00 2.488380e+00 6.833000e+00 3.439782e+00 5.729110e-03 8.917675e+00
 3.197232e-03 4.475684e+00 2.108894e+00 2.488292e+00 6.833000e+00 3.491850e+00 5.730888e-03 8.917996e+00
 3.198633e-03 4.474696e+00 2.108840e+00 2.488208e+00 6.832000e+00 3.454456e+00 5.732667e-03 8.916701e+00
 3.200034e-03 4.474767e+00 2.108785e+00 2.488118e+00 6.832000e+00 3.445661e+00 5.734447e-03 8.917023e+00
 3.201437e-03 4.474838e+00 2.108731e+00 2.488027e+00 6.832000e+00 3.469563e+00 5.736227e-03 8.917344e+00
 3.202840e-03 4.473851e+00 2.108677e+00 2.487943e+00 6.831000e+00 3.453507e+00 5.738008e-03 8.916049e+00
 3.204243e-03 4.473922e+00 2.108622e+00 2.487855e+00 6.831000e+00 3.453359e+00 5.739790e-03 8.916370e+00
 3.205647e-03 4.473994e+00 2.108567e+00 2.487763e+00 6.831000e+00 3.441304e+00 5.741572e-03 8.916692e+00
 3.207052e-03 4.473006e+00 2.108513e+00 2.487678e+00 6.830000e+00 3.461177e+00 5.743355e-03 8.915396e+00
 3.208457e-03 4.473078e+00 2.108458e+00 2.487591e+00 6.830000e+00 3.457553e+00 5.745139e-03 8.915718e+00
 3.209863e-03 4.473149e+00 2.108404e+00 2.487498e+00 6.830000e+00 3.425032e+00 5.746923e-03 8.916039e+00
 3.211270e-03 4.472162e+00 2.108349e+00 2.487411e+00 6.829000e+00 3.470925e+00 5.748708e-03 8.914743e+00
 3.212677e-03 4.472233e+00 2.108294e+00 2.487326e+00 6.829000e+00 3.446088e+00 5.750494e-03 8.915065e+00
 3.214085e-03 4.472305e+00 2.108240e+00 2.487234e+00 6.829000e+00 3.421730e+00 5.752280e-03 8.915386e+00
 3.215493e-03 4.471318e+00 2.108185e+00 2.487145e+00 6.828000e+00 3.476466e+00 5.754067e-03 8.914090e+00
 3.216902e-03 4.471390e+00 2.108130e+00 2.487060e+00 6.828000e+00 3.438910e+00 5.755855e-03 8.914411e+00
 3.218312e-03 4.471461e+00 2.108075e+00 2.486969e+00 6.828000e+00 3.429859e+00 5.757643e-03 8.914733e+00
 3.219722e-03 4.470474e+00 2.108020e+00 2.486878e+00 6.827000e+00 3.461807e+00 5.759432e-03 8.913437e+00
 3.221133e-03 4.470546e+00 2.107965e+00 2.486793e+00 6.827000e+00 3.436734e+00 5.761222e-03 8.913758e+00
 3.222544e-03 4.470618e+00 2.107910e+00 2.486703e+00 6.827000e+00 3.433870e+00 5.763012e-03 8.914079e+00
 3.223956e-03 4.469631e+00 2.107855e+00 2.486611e+00 6.826000e+00 3.432304e+00 5.764803e-03 8.912783e+00
 3.225369e-03 4.469703e+00 2.107800e+00 2.486525e+00 6.826000e+00 3.442552e+00 5.766595e-03 8.913104e+00
 3.226782e-03 4.469775e+00 2.107745e+00 2.486437e+00 6.826000e+00 3.442200e+00 5.768387e-03 8.913425e+00
 3.228196e-03 4.468788e+00 2.107690e+00 2.486344e+00 6.825000e+00 3.413562e+00 5.770180e-03 8.912129e+00
 3.229611e-03 4.468861e+00 2.107635e+00 2.486257e+00 6.825000e+00 3.451357e+00 5.771973e-03 8.912450e+00
 3.231026e-03 4.468933e+00 2.107580e+00 2.486170e+00 6.825000e+00 3.432816e+00 5.773768e-03 8.912771e+00
 3.232442e-03 4.467946e+00 2.107525e+00 2.486077e+00 6.824000e+00 3.405608e+00 5.775563e-03 8.911475e+00
 3.233858e-03 4.468018e+00 2.107469e+00 2.485988e+00 6.824000e+00 3.460047e+00 5.777358e-03 8.911796e+00
 3.235275e-03 4.468091e+00 2.107414e+00 2.485902e+00 6.824000e+00 3.424832e+00 5.779155e-03 8.912117e+00
 3.236693e-03 4.468163e+00 2.107359e+00 2.485810e+00 6.824000e+00 3.411855e+00 5.780952e-03 8.912438e+00
 3.238111e-03 4.467177e+00 2.107304e+00 2.485719e+00 6.823000e+00 3.453613e+00 5.782750e-03 8.911142e+00
 3.239530e-03 4.467249e+00 2.107248e+00 2.485633e+00 6.823000e+00 3.422327e+00 5.784548e-03 8.911463e+00
 3.240950e-03 4.467322e+00 2.107193e+00 2.485542e+00 6.823000e+00 3.416870e+00 5.786347e-03 8.911784e+00
 3.242370e-03 4.466335e+00 2.107137e+00 2.485449e+00 6.822000e+00 3.423977e+00 5.788147e-03 8.910487e+00
 3.243791e-03 4.466408e+00 2.107082e+00 2.485363e+00 6.822000e+00 3.425181e+00 5.789947e-03 8.910808e+00
 3.245212e-03 4.466481e+00 2.107026e+00 2.485274e+00 6.822000e+00 3.425608e+00 5.791748e-03 8.911129e+00
 3.246634e-03 4.465494e+00 2.106971e+00 2.485180e+00 6.821000e+00 3.402565e+00 5.793550e-03 8.909832e+00
 3.248057e-03 4.465567e+00 2.106915e+00 2.485093e+00 6.821000e+00 3.433741e+00 5.795353e-03 8.910153e+00
 3.249480e-03 4.465640e+00 2.106860e+00 2.485005e+00 6.821000e+00 3.421764e+00 5.797156e-03 8.910474e+00
 3.250904e-03 4.464654e+00 2.106804e+00 2.484911e+00 6.820000e+00 3.390561e+00 5.798960e-03 8.909177e+00
 3.252329e-03 4.464727e+00 2.106748e+00 2.484821e+00 6.820000e+00 3.443062e+00 5.800764e-03 8.909498e+00
 3.253754e-03 4.464800e+00 2.106693e+00 2.484735e+00 6.820000e+00 3.412134e+00 5.802570e-03 8.909818e+00
 3.255180e-03 4.463814e+00 2.106637e+00 2.484641e+00 6.819000e+00 3.395077e+00 5.804376e-03 8.908521e+00
 3.256606e-03 4.463887e+00 2.106581e+00 2.484550e+00 6.819000e+00 3.443550e+00 5.806182e-03 8.908842e+00
 3.258033e-03 4.463960e+00 2.106525e+00 2.484464e+00 6.819000e+00 3.407291e+00 5.807990e-03 8.909163e+00
 3.259461e-03 4.462974e+00 2.106469e+00 2.484371e+00 6.818000e+00 3.399582e+00 5.809798e-03 8.907865e+00
 3.260889e-03 4.463047e+00 2.106413e+00 2.484278e+00 6.818000e+00 3.418090e+00 5.811606e-03 8.908186e+00
 3.262318e-03 4.463120e+00 2.106357e+00 2.484191e+00 6.818000e+00 3.406952e+00 5.813416e-03 8.908507e+00
 3.263748e-03 4.462134e+00 2.106302e+00 2.484101e+00 6.817000e+00 3.407843e+00 5.815226e-03 8.907209e+00
 3.265178e-03 4.462208e+00 2.106245e+00 2.484006e+00 6.817000e+00 3.392279e+00 5.817037e-03 8.907530e+00
 3.266609e-03 4.462281e+00 2.106189e+00 2.483919e+00 6.817000e+00 3.416445e+00 5.818848e-03 8.907851e+00
 3.268040e-03 4.461295e+00 2.106133e+00 2.483830e+00 6.816000e+00 3.409726e+00 5.820660e-03 8.906553e+00
 3.269472e-03 4.461369e+00 2.106077e+00 2.483734e+00 6.816000e+00 3.377824e+00 5.822473e-03 8.906874e+00
 3.270905e-03 4.461442e+00 2.106021e+00 2.483645e+00 6.816000e+00 3.426557e+00 5.824287e-03 8.907194e+00
 3.272338e-03 4.460457e+00 2.105965e+00 2.483558e+00 6.815000e+00 3.397912e+00 5.826101e-03 8.905897e+00
 3.273772e-03 4.460530e+00 2.105909e+00 2.483463e+00 6.815000e+00 3.377159e+00 5.827916e-03 8.906217e+00
 3.275206e-03 4.460604e+00 2.105853e+00 2.483371e+00 6.815000e+00 3.431641e+00 5.829732e-03 8.906538e+00
 3.276642e-03 4.459619e+00 2.105796e+00 2.483284e+00 6.814000e+00 3.392615e+00 5.831549e-03 8.905240e+00
 3.278077e-03 4.459692e+00 2.105740e+00 2.483190e+00 6.814000e+00 3.383240e+00 5.833366e-03 8.905560e+00
 3.279514e-03 4.459766e+00 2.105684e+00 2.483097e+00 6.814000e+00 3.412784e+00 5.835184e-03 8.905881e+00
 3.280951e-03 4.458781e+00 2.105627e+00 2.483010e+00 6.813000e+00 3.390559e+00 5.837002e-03 8.904583e+00
 3.282389e-03 4.458855e+00 2.105571e+00 2.482918e+00 6.813000e+00 3.389165e+00 5.838821e-03 8.904903e+00
 3.283827e-03 4.458929e+00 2.105514e+00 2.482823e+00 6.813000e+00 3.383161e+00 5.840641e-03 8.905224e+00
 3.285266e-03 4.457943e+00 2.105458e+00 2.482735e+00 6.812000e+00 3.397432e+00 5.842462e-03 8.903926e+00
 3.286706e-03 4.458017e+00 2.105401e+00 2.482645e+00 6.812000e+00 3.396612e+00 5.844284e-03 8.904246e+00
 3.288146e-03 4.458091e+00 2.105345e+00 2.482549e+00 6.812000e+00 3.365619e+00 5.846106e-03 8.904566e+00
 3.289587e-03 4.457106e+00 2.105288e+00 2.482459e+00 6.811000e+00 3.407780e+00 5.847929e-03 8.903268e+00
 3.291028e-03 4.457181e+00 2.105232e+00 2.482371e+00 6.811000e+00 3.385787e+00 5.849752e-03 8.903588e+00
 3.292470e-03 4.457255e+00 2.105175e+00 2.482275e+00 6.811000e+00 3.360111e+00 5.851577e-03 8.903908e+00
 3.293913e-03 4.456270e+00 2.105118e+00 2.482183e+00 6.810000e+00 3.414159e+00 5.853402e-03 8.902610e+00
 3.295356e-03 4.456344e+00 2.105062e+00 2.482095e+00 6.810000e+00 3.377464e+00 5.855227e-03 8.902930e+00
 3.296800e-03 4.456418e+00 2.105005e+00 2.482000e+00 6.810000e+00 3.367007e+00 5.857054e-03 8.903250e+00
 3.298245e-03 4.455434e+00 2.104948e+00 2.481907e+00 6.809000e+00 3.404570e+00 5.858881e-03 8.901952e+00
 3.299690e-03 4.455508e+00 2.104891e+00 2.481819e+00 6.809000e+00 3.375165e+00 5.860709e-03 8.902272e+00
 3.301136e-03 4.455583e+00 2.104834e+00 2.481725e+00 6.809000e+00 3.371039e+00 5.862538e-03 8.902592e+00
 3.302583e-03 4.454598e+00 2.104778e+00 2.481630e+00 6.808000e+00 3.375922e+00 5.864367e-03 8.901294e+00
 3.304030e-03 4.454672e+00 2.104721e+00 2.481542e+00 6.808000e+00 3.379509e+00 5.866197e-03 8.901614e+00
 3.305478e-03 4.454747e+00 2.104664e+00 2.481450e+00 6.808000e+00 3.381365e+00 5.868028e-03 8.901934e+00
 3.306926e-03 4.453762e+00 2.104607e+00 2.481354e+00 6.807000e+00 3.356431e+00 5.869860e-03 8.900635e+00
 3.308375e-03 4.453837e+00 2.104550e+00 2.481264e+00 6.807000e+00 3.387817e+00 5.871692e-03 8.900955e+00
 3.309825e-03 4.453912e+00 2.104493e+00 2.481174e+00 6.807000e+00 3.374426e+00 5.873525e-03 8.901275e+00
 3.311275e-03 4.452927e+00 2.104436e+00 2.481077e+00 6.806000e+00 3.345876e+00 5.875359e-03 8.899976e+00
 3.312726e-03 4.453002e+00 2.104378e+00 2.480985e+00 6.806000e+00 3.397813e+00 5.877193e-03 8.900296e+00
 3.314178e-03 4.453077e+00 2.104321e+00 2.480896e+00 6.806000e+00 3.364506e+00 5.879029e-03 8.900616e+00
 3.315630e-03 4.452093e+00 2.104264e+00 2.480800e+00 6.805000e+00 3.350704e+00 5.880865e-03 8.899317e+00
 3.317083e-03 4.452168e+00 2.104207e+00 2.480707e+00 6.805000e+00 3.396225e+00 5.882701e-03 8.899637e+00
 3.318537e-03 4.452243e+00 2.104150e+00 2.480618e+00 6.805000e+00 3.361328e+00 5.884539e-03 8.899957e+00
 3.319991e-03 4.452318e+00 2.104092e+00 2.480523e+00 6.805000e+00 3.354636e+00 5.886377e-03 8.900277e+00
 3.321446e-03 4.451334e+00 2.104035e+00 2.480428e+00 6.804000e+00 3.368311e+00 5.888216e-03 8.898978e+00
 3.322901e-03 4.451409e+00 2.103978e+00 2.480339e+00 6.804000e+00 3.362661e+00 5.890056e-03 8.899297e+00
 3.324357e-03 4.451484e+00 2.103920e+00 2.480246e+00 6.804000e+00 3.364162e+00 5.891896e-03 8.899617e+00
 3.325814e-03 4.450500e+00 2.103863e+00 2.480149e+00 6.803000e+00 3.345512e+00 5.893737e-03 8.898318e+00
 3.327271e-03 4.450575e+00 2.103805e+00 2.480059e+00 6.803000e+00 3.371507e+00 5.895579e-03 8.898638e+00
 3.328729e-03 4.450651e+00 2.103748e+00 2.479967e+00 6.803000e+00 3.363474e+00 5.897422e-03 8.898957e+00
 3.330188e-03 4.449667e+00 2.103690e+00 2.479870e+00 6.802000e+00 3.332145e+00 5.899265e-03 8.897658e+00
 3.331647e-03 4.449742e+00 2.103633e+00 2.479778e+00 6.802000e+00 3.380554e+00 5.901110e-03 8.897978e+00
 3.333107e-03 4.449817e+00 2.103575e+00 2.479688e+00 6.802000e+00 3.351970e+00 5.902954e-03 8.898297e+00
 3.334568e-03 4.448834e+00 2.103518e+00 2.479591e+00 6.801000e+00 3.334300e+00 5.904800e-03 8.896998e+00
 3.336029e-03 4.448909e+00 2.103460e+00 2.479497e+00 6.801000e+00 3.385066e+00 5.906647e-03 8.897317e+00
 3.337491e-03 4.448985e+00 2.103402e+00 2.479408e+00 6.801000e+00 3.346294e+00 5.908494e-03 8.897637e+00
 3.338953e-03 4.448001e+00 2.103344e+00 2.479312e+00 6.800000e+00 3.339839e+00 5.910342e-03 8.896337e+00
 3.340416e-03 4.448077e+00 2.103287e+00 2.479216e+00 6.800000e+00 3.363494e+00 5.912191e-03 8.896657e+00
 3.341880e-03 4.448153e+00 2.103229e+00 2.479126e+00 6.800000e+00 3.345868e+00 5.914040e-03 8.896976e+00
